loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,loan_status
10000,36,11.49,329.72,B,B5,2 years,RENT,65000.0,credit_card,Fully Paid
8000,36,20.39,298.91,D,D4,5 years,RENT,35000.0,debt_consolidation,Charged Off
30000,36,19.99,1114.76,E,E4,10+ years,MORTGAGE,83700.0,debt_consolidation,Fully Paid
16000,60,12.69,361.52,C,C2,10+ years,MORTGAGE,60000.0,debt_consolidation,Fully Paid
35000,36,8.39,1103.09,A,A5,10+ years,OWN,165000.0,debt_consolidation,Fully Paid
13300,36,6.49,407.58,A,A2,10+ years,MORTGAGE,49920.0,debt_consolidation,Fully Paid
10000,36,14.08,342.17,C,C3,< 1 year,MORTGAGE,76500.0,credit_card,Current
12000,60,13.99,279.16,C,C3,6 years,RENT,75000.0,debt_consolidation,Current
11200,36,16.02,393.87,C,C5,,RENT,28000.0,debt_consolidation,Current
30000,36,11.49,989.14,B,B5,10+ years,MORTGAGE,118000.0,debt_consolidation,Fully Paid
35000,36,7.96,1096.13,A,A5,< 1 year,OWN,210000.0,debt_consolidation,Current
5000,36,9.44,160.03,B,B1,3 years,MORTGAGE,55000.0,debt_consolidation,Fully Paid
25725,60,23.99,739.91,F,F2,< 1 year,MORTGAGE,72800.0,debt_consolidation,Fully Paid
6000,36,7.21,185.84,A,A3,9 years,MORTGAGE,45000.0,other,Current
10000,60,13.59,230.57,C,C2,4 years,RENT,58500.0,debt_consolidation,Fully Paid
17000,60,11.99,378.07,B,B5,,OWN,52000.0,credit_card,Current
2000,36,16.99,71.3,D,D3,1 year,RENT,35000.0,debt_consolidation,Fully Paid
20000,60,10.99,434.75,B,B4,5 years,RENT,80000.0,debt_consolidation,Charged Off
11200,36,14.48,385.41,C,C5,10+ years,RENT,35000.0,credit_card,Charged Off
2400,36,12.49,80.28,B,B5,< 1 year,RENT,38000.0,credit_card,Fully Paid
8000,36,10.42,259.72,B,B3,5 years,MORTGAGE,35000.0,debt_consolidation,Current
10000,36,6.67,307.27,A,A2,2 years,MORTGAGE,40000.0,credit_card,Current
20000,60,11.99,444.79,B,B5,6 years,RENT,42500.0,house,Current
10000,60,22.35,278.19,D,D5,,RENT,16000.0,debt_consolidation,Current
10000,36,12.12,332.72,B,B3,9 years,MORTGAGE,161630.44,home_improvement,Fully Paid
24000,60,12.69,542.28,C,C2,5 years,MORTGAGE,89000.0,debt_consolidation,Current
2800,36,8.24,88.06,B,B1,10+ years,MORTGAGE,42000.0,other,Current
16000,36,15.99,562.44,C,C5,10+ years,RENT,82000.0,debt_consolidation,Fully Paid
5000,36,5.32,150.58,A,A1,3 years,MORTGAGE,49000.0,home_improvement,Current
12000,36,9.67,385.35,B,B1,5 years,RENT,65000.0,credit_card,Fully Paid
12000,60,19.52,314.74,D,D4,6 years,MORTGAGE,47479.0,debt_consolidation,Fully Paid
6000,36,14.49,206.5,C,C4,5 years,RENT,36500.0,debt_consolidation,Late (31-120 days)
4000,36,5.32,120.46,A,A1,5 years,MORTGAGE,110000.0,credit_card,Fully Paid
12000,36,11.47,395.55,B,B5,10+ years,MORTGAGE,52000.0,debt_consolidation,Fully Paid
24000,36,7.89,750.86,A,A5,10+ years,RENT,85000.0,debt_consolidation,Fully Paid
10000,36,6.99,308.73,A,A2,3 years,MORTGAGE,65000.0,home_improvement,Fully Paid
8000,36,14.47,275.26,C,C2,< 1 year,RENT,52000.0,debt_consolidation,Current
5000,36,11.99,166.05,B,B5,8 years,RENT,25890.0,moving,Current
5000,36,12.62,167.56,C,C1,,RENT,60000.0,other,Current
30000,36,15.59,1048.65,C,C5,4 years,MORTGAGE,120000.0,debt_consolidation,Fully Paid
22200,36,11.99,737.26,C,C1,8 years,MORTGAGE,231000.0,debt_consolidation,Fully Paid
30450,60,16.02,740.81,C,C5,10+ years,MORTGAGE,118480.0,debt_consolidation,Current
15000,60,17.57,377.41,D,D2,10+ years,MORTGAGE,72000.0,home_improvement,Fully Paid
8400,36,9.99,271.01,B,B3,10+ years,OWN,67000.0,credit_card,Fully Paid
10000,36,7.97,313.23,A,A5,5 years,RENT,93000.0,credit_card,Current
4800,36,15.02,166.45,C,C3,4 years,MORTGAGE,82000.0,debt_consolidation,Current
10000,36,9.17,318.79,B,B2,< 1 year,RENT,145000.0,credit_card,Charged Off
10500,36,6.99,324.17,A,A2,7 years,MORTGAGE,76000.0,debt_consolidation,Fully Paid
5500,36,6.71,169.1,A,A3,4 years,RENT,50000.0,credit_card,Current
8000,36,12.74,268.56,C,C1,< 1 year,MORTGAGE,125000.0,debt_consolidation,Fully Paid
6000,36,8.18,188.52,B,B1,1 year,RENT,32000.0,debt_consolidation,Fully Paid
25000,60,20.2,665.14,D,D5,10+ years,MORTGAGE,65000.0,debt_consolidation,Fully Paid
40000,60,18.94,1036.31,D,D2,10+ years,OWN,108000.0,major_purchase,Current
12000,36,11.31,394.63,B,B3,3 years,MORTGAGE,158000.0,credit_card,Current
15000,60,16.02,364.94,C,C5,10+ years,OWN,45000.0,debt_consolidation,Current
4000,36,11.53,131.97,B,B5,,OWN,40704.0,other,Fully Paid
6000,36,10.07,193.81,B,B2,10+ years,MORTGAGE,89000.0,credit_card,Current
12500,36,7.89,391.08,A,A5,6 years,RENT,32000.0,debt_consolidation,Fully Paid
19200,36,9.49,614.95,B,B2,10+ years,MORTGAGE,90000.0,debt_consolidation,Fully Paid
11200,60,12.74,253.35,C,C1,< 1 year,RENT,75000.0,debt_consolidation,Current
17000,36,8.18,534.14,B,B1,1 year,RENT,105000.0,debt_consolidation,Fully Paid
12000,60,15.05,285.8,C,C4,2 years,MORTGAGE,65000.0,credit_card,Current
15000,36,16.99,534.72,D,D1,10+ years,RENT,50000.0,debt_consolidation,Charged Off
10000,60,19.03,259.58,D,D3,10+ years,RENT,48350.0,debt_consolidation,Fully Paid
10000,36,11.53,329.91,B,B5,< 1 year,MORTGAGE,105000.0,debt_consolidation,Fully Paid
10000,36,7.35,310.38,A,A4,10+ years,RENT,85500.0,debt_consolidation,Current
12000,60,13.99,279.16,C,C4,1 year,OWN,30000.0,debt_consolidation,Charged Off
30000,60,11.31,656.93,B,B3,10+ years,MORTGAGE,65000.0,debt_consolidation,Current
5000,36,12.29,166.77,C,C1,9 years,RENT,52000.0,other,Fully Paid
8000,36,19.03,293.37,D,D3,10+ years,MORTGAGE,147000.0,home_improvement,Current
20000,36,7.91,625.9,A,A5,10+ years,RENT,59950.0,credit_card,Charged Off
5325,36,7.97,166.8,A,A5,10+ years,MORTGAGE,55000.0,debt_consolidation,Current
35000,36,11.53,1154.66,B,B5,10+ years,MORTGAGE,112500.0,debt_consolidation,Fully Paid
8950,36,11.99,297.23,B,B5,,RENT,33000.0,credit_card,Fully Paid
30000,36,11.99,996.29,C,C1,10+ years,MORTGAGE,200000.0,credit_card,Charged Off
25000,36,16.01,879.05,C,C5,8 years,MORTGAGE,42000.0,debt_consolidation,Current
8500,36,13.56,288.7,C,C1,< 1 year,RENT,342835.0,debt_consolidation,Current
12000,36,6.03,365.23,A,A1,< 1 year,MORTGAGE,130000.0,home_improvement,Fully Paid
35000,60,18.25,893.54,E,E1,4 years,OWN,250000.0,credit_card,Fully Paid
16000,36,10.99,523.75,B,B4,10+ years,MORTGAGE,50000.0,debt_consolidation,Fully Paid
8000,36,6.97,246.91,A,A3,6 years,MORTGAGE,47000.0,debt_consolidation,Current
10000,36,6.46,306.31,A,A1,7 years,MORTGAGE,50000.0,credit_card,Current
22500,60,25.78,670.74,F,F5,10+ years,RENT,45000.0,debt_consolidation,Fully Paid
23000,60,23.99,661.53,E,E4,10+ years,MORTGAGE,105000.0,debt_consolidation,Charged Off
30000,60,23.99,862.87,E,E2,2 years,RENT,93500.0,debt_consolidation,Fully Paid
11000,36,14.85,380.52,C,C5,6 years,RENT,48000.0,debt_consolidation,Fully Paid
29000,36,15.05,1006.01,C,C4,10+ years,MORTGAGE,58000.0,credit_card,Fully Paid
9350,36,15.61,326.93,D,D1,10+ years,MORTGAGE,90000.0,debt_consolidation,Fully Paid
15000,36,19.42,553.04,D,D3,10+ years,OWN,70000.0,debt_consolidation,Current
16000,60,12.79,362.34,C,C1,10+ years,OWN,200000.0,home_improvement,Fully Paid
7550,36,19.48,278.59,E,E2,9 years,RENT,21000.0,debt_consolidation,Fully Paid
7000,36,7.21,216.82,A,A3,3 years,RENT,28000.0,credit_card,Current
10000,36,9.75,321.5,B,B3,8 years,RENT,35000.0,debt_consolidation,Current
7000,36,9.93,225.65,B,B2,< 1 year,RENT,25000.0,debt_consolidation,Current
12000,36,23.32,466.53,E,E3,4 years,OWN,87000.0,debt_consolidation,Fully Paid
6000,36,13.33,203.12,C,C3,10+ years,MORTGAGE,82000.0,debt_consolidation,Fully Paid
12000,36,6.67,368.72,A,A2,9 years,MORTGAGE,78000.0,home_improvement,Current
25000,36,16.91,890.2,C,C5,10+ years,RENT,90000.0,debt_consolidation,Current
8000,36,12.74,268.56,C,C1,6 years,MORTGAGE,92000.0,medical,Current
10650,60,16.29,260.64,D,D2,6 years,RENT,55000.0,debt_consolidation,Fully Paid
13000,36,12.69,436.09,C,C2,8 years,RENT,64000.0,other,Charged Off
8000,36,14.99,277.29,C,C5,10+ years,RENT,56800.0,debt_consolidation,Fully Paid
6500,36,11.49,214.32,B,B5,5 years,RENT,55000.0,debt_consolidation,Fully Paid
16000,36,14.03,547.08,C,C2,10+ years,RENT,91000.0,debt_consolidation,Current
5000,36,16.55,177.15,D,D2,5 years,RENT,30000.0,small_business,Charged Off
14000,36,10.91,457.75,B,B4,3 years,RENT,65000.0,debt_consolidation,Current
9600,36,9.16,306.0,B,B2,10+ years,MORTGAGE,135000.0,debt_consolidation,Fully Paid
20000,60,17.51,502.56,E,E4,4 years,MORTGAGE,129996.0,debt_consolidation,Fully Paid
24000,36,12.39,801.63,C,C1,10+ years,MORTGAGE,104300.0,debt_consolidation,Fully Paid
10000,36,13.68,340.23,C,C1,,RENT,70000.0,credit_card,Fully Paid
30700,60,16.99,762.81,D,D3,4 years,OWN,275000.0,debt_consolidation,Fully Paid
30000,60,15.77,725.89,D,D1,10+ years,RENT,42000.0,debt_consolidation,Current
10000,60,14.48,235.18,C,C5,5 years,MORTGAGE,45000.0,debt_consolidation,Current
10000,60,15.99,243.13,C,C5,2 years,OWN,155000.0,small_business,Fully Paid
8800,36,15.31,306.4,C,C5,< 1 year,MORTGAGE,34000.0,debt_consolidation,Fully Paid
17000,36,7.97,532.49,A,A5,8 years,MORTGAGE,60000.0,debt_consolidation,Current
3000,36,14.08,102.65,C,C3,10+ years,RENT,25000.0,debt_consolidation,Current
12000,60,16.55,295.34,D,D2,5 years,RENT,37000.0,debt_consolidation,Charged Off
24000,60,12.99,545.96,B,B5,10+ years,MORTGAGE,88951.0,home_improvement,Fully Paid
12000,36,11.99,398.52,B,B5,10+ years,RENT,52000.0,credit_card,Current
4000,36,25.69,160.51,F,F1,,RENT,25000.0,other,Current
8875,36,15.81,311.19,C,C4,< 1 year,MORTGAGE,36000.0,debt_consolidation,Charged Off
6600,36,13.59,224.27,C,C2,,OWN,15000.0,credit_card,Current
7200,36,16.24,253.99,C,C5,10+ years,RENT,110000.0,credit_card,Fully Paid
20000,60,13.99,465.27,C,C4,10+ years,MORTGAGE,75000.0,debt_consolidation,Fully Paid
5000,36,9.17,159.4,B,B2,2 years,RENT,45000.0,debt_consolidation,Fully Paid
8000,36,16.91,284.87,C,C5,6 years,RENT,50000.0,debt_consolidation,Current
12000,36,9.43,384.01,B,B1,< 1 year,RENT,35520.0,house,Current
12000,60,13.49,276.06,C,C1,< 1 year,RENT,100000.0,debt_consolidation,Charged Off
29500,60,13.59,680.16,C,C2,,MORTGAGE,63600.0,debt_consolidation,Current
25000,60,11.8,553.59,B,B4,10+ years,RENT,74880.0,credit_card,Current
10000,60,10.42,214.55,B,B3,3 years,RENT,45900.0,major_purchase,Current
25000,60,10.42,536.36,B,B3,10+ years,MORTGAGE,150000.0,debt_consolidation,Current
20000,60,18.55,513.88,E,E2,4 years,MORTGAGE,96000.0,debt_consolidation,Fully Paid
15000,60,13.33,343.84,C,C3,< 1 year,RENT,78000.0,debt_consolidation,Current
13250,36,10.99,433.73,B,B3,< 1 year,MORTGAGE,52000.0,debt_consolidation,Fully Paid
30000,60,9.16,625.09,B,B2,10+ years,MORTGAGE,202389.0,house,Charged Off
20000,60,14.99,475.7,C,C5,10+ years,MORTGAGE,131000.0,medical,Current
24000,36,10.75,782.9,B,B4,4 years,MORTGAGE,115000.0,major_purchase,Fully Paid
5600,36,17.77,201.81,D,D1,10+ years,RENT,40000.0,credit_card,Fully Paid
2000,36,10.08,64.61,B,B1,3 years,MORTGAGE,41200.0,credit_card,Current
25000,60,18.25,638.25,D,D3,,OWN,72000.0,credit_card,Charged Off
6000,36,11.55,198.0,B,B4,3 years,MORTGAGE,78000.0,other,Current
6000,36,21.49,227.57,D,D5,10+ years,OWN,45660.05,home_improvement,Charged Off
10000,36,15.99,351.53,C,C5,10+ years,MORTGAGE,44000.0,home_improvement,Charged Off
6000,36,20.89,225.72,D,D4,,MORTGAGE,8400.0,debt_consolidation,Current
12350,36,17.86,445.62,D,D5,10+ years,OWN,24704.45,debt_consolidation,Fully Paid
40000,60,10.33,856.4,B,B1,2 years,RENT,79000.0,debt_consolidation,Current
32000,60,15.31,766.5,C,C4,10+ years,MORTGAGE,245000.0,debt_consolidation,Fully Paid
30000,60,10.75,648.54,B,B4,2 years,MORTGAGE,125000.0,debt_consolidation,Fully Paid
9800,36,10.75,319.69,B,B4,< 1 year,RENT,57400.0,debt_consolidation,Fully Paid
5000,36,10.91,163.49,B,B4,10+ years,MORTGAGE,27500.0,home_improvement,Current
16000,60,16.02,389.26,C,C5,10+ years,RENT,70000.0,credit_card,Fully Paid
14400,60,13.65,332.46,C,C1,10+ years,RENT,60000.0,debt_consolidation,Charged Off
20000,36,7.35,620.75,A,A4,7 years,MORTGAGE,85000.0,debt_consolidation,Current
15000,36,9.17,478.19,B,B2,2 years,RENT,37000.0,debt_consolidation,Fully Paid
3875,36,23.99,152.01,E,E2,< 1 year,RENT,17940.0,debt_consolidation,Current
5000,36,15.59,174.78,C,C5,,OWN,96000.0,other,Current
24000,36,9.93,773.63,B,B2,4 years,RENT,150000.0,debt_consolidation,Current
10000,36,16.02,351.67,C,C5,10+ years,OWN,60000.0,credit_card,Current
5000,36,11.98,166.03,B,B5,< 1 year,RENT,30000.0,credit_card,Current
15925,36,18.2,577.33,E,E1,7 years,RENT,37500.0,debt_consolidation,Fully Paid
9925,36,18.75,362.56,D,D3,5 years,RENT,29000.0,debt_consolidation,Fully Paid
10000,36,9.44,320.05,B,B1,10+ years,RENT,60000.0,debt_consolidation,Current
10000,36,15.61,349.65,D,D1,3 years,RENT,49000.0,credit_card,Charged Off
30000,60,14.33,703.2,C,C1,6 years,MORTGAGE,80000.0,debt_consolidation,Fully Paid
2500,36,11.47,82.41,B,B5,1 year,RENT,27000.0,vacation,Fully Paid
3900,36,13.98,133.26,C,C3,3 years,RENT,33000.0,other,Fully Paid
20000,36,11.53,659.81,B,B5,2 years,MORTGAGE,84000.0,credit_card,Fully Paid
7500,36,12.29,250.15,C,C1,1 year,RENT,48000.0,debt_consolidation,Fully Paid
13325,36,11.49,439.35,B,B5,10+ years,MORTGAGE,70000.0,debt_consolidation,Fully Paid
24000,60,10.42,514.91,B,B3,10+ years,RENT,90000.0,debt_consolidation,Fully Paid
13200,36,20.0,490.56,D,D4,3 years,RENT,70000.0,debt_consolidation,Current
24800,36,5.32,746.85,A,A1,5 years,OWN,80000.0,credit_card,Current
11000,36,10.99,360.08,B,B2,5 years,MORTGAGE,60000.0,credit_card,Fully Paid
19000,36,7.89,594.43,A,A5,10+ years,MORTGAGE,92000.0,debt_consolidation,Fully Paid
12800,60,20.75,344.49,E,E2,10+ years,MORTGAGE,150000.0,credit_card,Current
16000,36,9.44,512.08,B,B1,2 years,MORTGAGE,68000.0,debt_consolidation,Current
40000,60,8.19,814.7,A,A4,9 years,ANY,85000.0,credit_card,Current
4000,36,11.99,132.84,C,C1,3 years,RENT,47000.0,credit_card,Fully Paid
18000,60,19.53,472.2,D,D5,10+ years,RENT,90000.0,debt_consolidation,Charged Off
27500,60,11.47,604.39,B,B5,2 years,MORTGAGE,145000.0,debt_consolidation,Fully Paid
5000,36,16.29,176.51,D,D1,3 years,RENT,85000.0,debt_consolidation,Charged Off
2500,36,8.24,78.62,B,B1,10+ years,OWN,48000.0,other,Current
16000,36,17.97,578.2,D,D1,3 years,RENT,68000.0,debt_consolidation,Current
24000,60,15.8,581.09,C,C3,2 years,MORTGAGE,91000.0,credit_card,Fully Paid
10000,36,18.25,362.78,D,D2,10+ years,MORTGAGE,55000.0,credit_card,Charged Off
15000,36,13.49,508.96,C,C2,8 years,MORTGAGE,93000.0,debt_consolidation,Fully Paid
25000,36,6.99,771.82,A,A3,10+ years,MORTGAGE,121000.0,debt_consolidation,Fully Paid
15000,36,9.17,478.19,B,B1,10+ years,RENT,56000.0,credit_card,Fully Paid
28000,60,25.49,829.91,E,E4,< 1 year,OWN,80000.0,debt_consolidation,Current
2900,36,11.53,95.68,B,B5,1 year,RENT,22000.0,debt_consolidation,Fully Paid
10000,36,16.02,351.67,C,C5,< 1 year,MORTGAGE,35000.0,debt_consolidation,Fully Paid
2400,36,12.29,80.05,C,C1,1 year,OWN,40000.0,debt_consolidation,Charged Off
10000,36,6.07,304.54,A,A2,10+ years,RENT,81836.88,credit_card,Current
3000,36,9.67,96.34,B,B1,10+ years,MORTGAGE,85000.0,credit_card,Fully Paid
6400,36,13.49,217.16,C,C2,10+ years,MORTGAGE,70000.0,debt_consolidation,Charged Off
10000,36,16.02,351.67,C,C5,4 years,RENT,38000.0,credit_card,Late (31-120 days)
5000,36,7.07,154.55,A,A2,< 1 year,MORTGAGE,55000.0,debt_consolidation,Current
19200,36,12.99,646.84,C,C2,10+ years,RENT,62000.0,debt_consolidation,Current
8500,36,18.25,308.37,D,D3,7 years,OWN,83000.0,debt_consolidation,Charged Off
15000,36,10.75,489.31,B,B4,1 year,RENT,108000.0,debt_consolidation,Fully Paid
6000,36,6.72,184.5,A,A3,10+ years,MORTGAGE,36000.0,credit_card,Current
8400,36,7.89,262.8,A,A5,10+ years,MORTGAGE,60000.0,credit_card,Charged Off
4800,36,8.24,150.95,B,B1,< 1 year,RENT,35000.0,credit_card,Current
20000,60,17.09,498.02,D,D1,10+ years,MORTGAGE,40000.0,debt_consolidation,Current
5600,36,14.08,191.62,C,C3,10+ years,RENT,66828.0,debt_consolidation,Current
7200,36,15.05,249.77,C,C4,8 years,RENT,65000.0,debt_consolidation,Current
4200,36,15.8,147.25,C,C3,10+ years,MORTGAGE,82000.0,vacation,Fully Paid
21000,36,9.44,672.11,B,B1,5 years,MORTGAGE,175000.0,debt_consolidation,Current
40000,36,10.08,1292.2,B,B1,< 1 year,MORTGAGE,104000.0,debt_consolidation,Current
2000,36,10.42,64.93,B,B3,10+ years,MORTGAGE,54000.0,credit_card,Current
21000,36,5.32,632.42,A,A1,4 years,RENT,90000.0,credit_card,Fully Paid
6000,36,6.19,183.05,A,A2,2 years,MORTGAGE,70000.0,debt_consolidation,Current
35000,36,7.49,1088.56,A,A4,10+ years,RENT,750000.0,other,Fully Paid
10000,60,16.02,243.29,C,C5,3 years,RENT,80000.0,debt_consolidation,Fully Paid
20000,60,23.1,564.96,E,E4,,MORTGAGE,74000.0,home_improvement,Charged Off
10000,36,14.99,346.61,C,C5,10+ years,MORTGAGE,70000.0,home_improvement,Fully Paid
4000,36,11.05,131.05,B,B4,10+ years,OWN,109992.0,car,Current
15000,36,16.55,531.44,D,D2,2 years,OWN,30000.0,debt_consolidation,Charged Off
10500,60,19.19,273.48,E,E3,6 years,OWN,55000.0,debt_consolidation,Fully Paid
15000,36,14.08,513.25,C,C3,7 years,MORTGAGE,90000.0,credit_card,Current
35000,60,19.52,917.97,E,E3,3 years,MORTGAGE,109500.0,debt_consolidation,Late (31-120 days)
24000,36,14.49,825.99,C,C4,< 1 year,RENT,125000.0,major_purchase,Fully Paid
20000,60,14.08,466.2,C,C3,9 years,MORTGAGE,102900.0,credit_card,Current
35000,60,14.85,829.9,C,C5,1 year,RENT,79000.0,debt_consolidation,Current
10000,36,15.05,346.9,C,C4,6 years,OWN,60000.0,credit_card,Current
3000,36,7.34,93.1,A,A4,1 year,RENT,32344.0,debt_consolidation,Current
6100,36,19.52,225.21,E,E2,,RENT,29400.0,debt_consolidation,Fully Paid
7075,36,12.29,235.98,C,C1,5 years,RENT,45000.0,debt_consolidation,Fully Paid
7000,36,14.22,239.99,C,C5,3 years,RENT,56004.0,debt_consolidation,Fully Paid
20000,36,11.06,655.35,B,B3,10+ years,RENT,82000.0,debt_consolidation,Current
20000,36,8.18,628.39,B,B1,2 years,MORTGAGE,70000.0,debt_consolidation,Fully Paid
21000,60,15.31,503.02,C,C5,5 years,RENT,74873.0,other,Charged Off
3000,36,14.08,102.65,C,C3,6 years,RENT,33000.0,debt_consolidation,Charged Off
10000,36,13.49,339.31,C,C2,10+ years,RENT,75000.0,debt_consolidation,Charged Off
35000,36,14.47,1204.23,C,C2,4 years,MORTGAGE,350000.0,debt_consolidation,Current
4000,36,10.42,129.86,B,B3,10+ years,OWN,70000.0,debt_consolidation,Fully Paid
25000,36,14.09,855.54,D,D1,10+ years,RENT,80000.0,debt_consolidation,Fully Paid
35000,60,19.99,927.1,E,E4,7 years,RENT,130000.0,other,Current
12000,36,5.32,361.38,A,A1,4 years,RENT,70000.0,credit_card,Fully Paid
5000,36,16.91,178.04,C,C5,,OWN,27000.0,debt_consolidation,Late (31-120 days)
16000,36,15.59,559.28,C,C5,9 years,OWN,89000.0,debt_consolidation,Fully Paid
8150,36,12.99,274.57,C,C2,< 1 year,MORTGAGE,39609.0,credit_card,Fully Paid
7500,36,15.59,262.17,C,C5,,OWN,31200.0,credit_card,Current
11200,60,18.25,285.94,E,E1,,RENT,45000.0,car,Charged Off
35000,60,15.99,850.95,C,C5,7 years,MORTGAGE,67716.0,credit_card,Current
2100,36,7.97,65.78,A,A5,7 years,OWN,90000.0,vacation,Charged Off
5000,36,5.31,150.56,A,A1,10+ years,MORTGAGE,75000.0,car,Current
29650,60,17.86,750.66,D,D5,5 years,MORTGAGE,64500.0,debt_consolidation,Current
9600,36,9.76,308.69,B,B3,,RENT,60000.0,debt_consolidation,Charged Off
15000,36,10.42,486.98,B,B3,< 1 year,MORTGAGE,56000.0,debt_consolidation,Current
14500,60,13.56,334.1,C,C1,10+ years,RENT,46000.0,credit_card,Current
12000,36,10.99,392.81,B,B4,< 1 year,MORTGAGE,100000.0,debt_consolidation,Fully Paid
40000,36,5.32,1204.6,A,A1,2 years,MORTGAGE,250000.0,home_improvement,Fully Paid
16000,60,11.99,355.84,B,B5,10+ years,MORTGAGE,70000.0,home_improvement,Charged Off
11000,36,12.69,369.0,C,C2,3 years,MORTGAGE,38500.0,debt_consolidation,Fully Paid
3000,36,14.65,103.49,C,C5,2 years,RENT,62000.0,other,Fully Paid
3000,36,12.49,100.35,B,B4,< 1 year,RENT,42000.0,debt_consolidation,Fully Paid
24000,36,9.17,765.1,B,B2,10+ years,MORTGAGE,305744.0,debt_consolidation,Fully Paid
18000,36,12.29,600.36,C,C1,,MORTGAGE,65000.0,debt_consolidation,Fully Paid
4500,36,14.49,154.88,C,C4,5 years,RENT,48000.0,major_purchase,Fully Paid
20000,36,10.75,652.41,B,B4,10+ years,MORTGAGE,140000.0,debt_consolidation,Current
15200,36,15.05,527.29,C,C4,< 1 year,OWN,40000.0,debt_consolidation,Fully Paid
20000,36,6.08,609.17,A,A2,10+ years,OWN,75000.0,debt_consolidation,Fully Paid
25000,60,23.88,717.46,E,E2,6 years,MORTGAGE,65000.0,home_improvement,Current
8000,36,14.65,275.96,C,C5,4 years,RENT,32000.0,debt_consolidation,Charged Off
20000,36,18.06,723.66,D,D2,6 years,RENT,110000.0,debt_consolidation,Current
17500,36,6.54,330.44,A,A4,10+ years,RENT,60000.0,small_business,Fully Paid
10000,36,11.53,329.91,B,B5,< 1 year,OWN,50000.0,house,Charged Off
13500,60,16.01,328.37,C,C5,2 years,RENT,26000.0,debt_consolidation,Current
8000,36,5.32,240.92,A,A1,4 years,RENT,200000.0,debt_consolidation,Current
6400,36,11.49,211.02,B,B5,10+ years,OWN,68720.0,debt_consolidation,Fully Paid
20000,60,9.99,424.85,B,B3,10+ years,MORTGAGE,65000.0,debt_consolidation,Fully Paid
3275,36,23.99,128.48,E,E2,3 years,RENT,32000.0,debt_consolidation,Fully Paid
16000,36,11.47,527.39,B,B5,10+ years,OWN,57987.0,credit_card,Current
13875,60,27.79,430.26,F,F5,10+ years,RENT,60000.0,debt_consolidation,Charged Off
26225,60,28.69,827.49,F,F1,1 year,MORTGAGE,80000.0,credit_card,Charged Off
20000,60,17.77,505.37,D,D1,10+ years,MORTGAGE,68000.0,debt_consolidation,Fully Paid
13000,60,17.57,327.09,D,D2,10+ years,MORTGAGE,90000.0,credit_card,Fully Paid
21000,60,19.99,556.26,D,D4,10+ years,MORTGAGE,152000.0,debt_consolidation,Fully Paid
28000,36,13.35,948.16,C,C2,9 years,MORTGAGE,120000.0,debt_consolidation,Fully Paid
7000,36,14.47,240.85,C,C2,< 1 year,OWN,84996.0,car,Current
6000,36,14.46,206.41,C,C4,3 years,RENT,25000.0,debt_consolidation,Fully Paid
12000,36,10.42,389.58,B,B3,3 years,RENT,52000.0,debt_consolidation,Current
24600,36,17.97,888.98,D,D1,5 years,MORTGAGE,132000.0,credit_card,Current
16000,60,15.59,385.62,C,C5,10+ years,MORTGAGE,120000.0,debt_consolidation,Current
19475,36,19.52,719.01,D,D4,1 year,RENT,44000.0,debt_consolidation,Fully Paid
14400,60,12.39,323.17,C,C1,10+ years,RENT,60800.0,debt_consolidation,Current
30000,36,19.05,1100.44,D,D4,10+ years,RENT,135000.0,debt_consolidation,Fully Paid
12800,36,6.99,395.17,A,A2,4 years,RENT,97400.0,debt_consolidation,Current
9000,36,19.99,334.43,E,E4,1 year,RENT,30000.0,debt_consolidation,Fully Paid
3000,36,8.18,94.26,B,B1,8 years,RENT,40000.0,credit_card,Fully Paid
34000,36,9.17,1083.89,B,B2,10+ years,MORTGAGE,120000.0,credit_card,Charged Off
12000,36,7.21,371.68,A,A3,< 1 year,OWN,65000.0,credit_card,Current
12000,36,7.12,371.19,A,A3,2 years,RENT,69000.0,credit_card,Fully Paid
13500,60,14.07,314.62,C,C3,5 years,MORTGAGE,70000.0,debt_consolidation,Current
40000,36,10.41,1298.41,B,B3,10+ years,MORTGAGE,65000.0,credit_card,Current
2500,36,12.62,83.78,C,C1,10+ years,MORTGAGE,97655.0,debt_consolidation,Current
4500,36,15.61,157.35,D,D1,10+ years,RENT,60000.0,debt_consolidation,Charged Off
12000,36,9.76,385.86,B,B3,3 years,RENT,62500.0,credit_card,Fully Paid
16000,60,15.99,389.01,C,C5,10+ years,MORTGAGE,52700.0,credit_card,Current
10500,36,24.85,416.65,E,E3,4 years,RENT,42224.0,credit_card,Charged Off
7000,36,8.9,222.28,A,A5,< 1 year,RENT,27561.0,debt_consolidation,Fully Paid
13000,60,11.99,289.12,B,B5,10+ years,MORTGAGE,36000.0,debt_consolidation,Late (16-30 days)
12000,36,7.62,373.94,A,A3,10+ years,MORTGAGE,70000.0,credit_card,Fully Paid
20000,60,19.42,523.45,D,D3,2 years,RENT,35360.0,other,Current
17600,60,25.82,525.08,E,E4,2 years,OWN,40000.0,debt_consolidation,Charged Off
12000,36,15.02,416.11,C,C3,10+ years,MORTGAGE,98000.0,home_improvement,Current
